learner_id,course_id,platform,enrollment_date,completion_status,assessment_score,feedback_score,time_spent_hours,video_completion_rate,interaction_count,anomaly_flag,course_quality_label,avg_completion_rate,avg_assessment_score,is_high_feedback,engagement_score
L2441,C057,Udemy,6/7/2022,1,80.0,3.2,28.6,0.75,8.0,0,1,0.754385965,54.93859649,0,6.0
L2442,C052,Coursera,11/3/2022,1,72.0,2.6,0.5,0.99,17.0,0,0,0.742857143,52.52285714,0,16.83
L2443,C014,FutureLearn,7/14/2022,1,41.5,3.3,2.7,0.78,10.0,0,0,0.692307692,48.18269231,0,7.8
L2444,C042,Skillshare,11/27/2022,0,0.0,0.0,2.5,0.24,1.0,0,0,0.547169811,38.61698113,0,0.24
L2445,C085,Coursera,2/16/2022,1,74.3,4.1,14.6,0.81,11.0,0,1,0.689655172,46.95,1,8.91
L2446,C028,Udemy,10/25/2022,1,40.3,1.4,20.6,0.85,9.0,1,0,0.634146341,45.11707317,0,7.65
L2447,C097,Coursera,3/17/2022,1,81.5,2.6,5.6,0.87,10.0,0,0,0.693548387,50.18548387,0,8.7
L2448,C085,Udemy,8/20/2022,0,0.0,0.0,2.0,0.46,0.0,0,0,0.689655172,46.95,0,0.0
L2449,C069,edX,7/19/2022,0,0.0,0.0,1.4,0.4,2.0,0,0,0.532258065,37.68064516,0,0.8
L2450,C079,FutureLearn,8/17/2022,1,69.3,3.2,10.8,0.81,13.0,0,1,0.755102041,51.49183673,0,10.53
L2451,C026,Udemy,12/15/2022,0,0.0,0.0,1.5,0.43,3.0,0,0,0.86,61.268,0,1.29
L2452,C041,edX,10/19/2022,1,79.4,2.9,33.4,,11.0,0,0,0.716981132,51.24150943,0,10.56
L2453,C087,edX,8/11/2022,1,87.2,3.3,5.0,0.79,9.0,0,1,0.693877551,49.60204082,0,7.11
L2454,C092,edX,2/15/2022,1,83.2,3.1,0.7,0.81,14.0,0,1,0.804347826,55.64782609,0,11.34
L2455,C075,Coursera,11/10/2022,1,58.1,4.8,0.8,0.99,7.0,0,0,0.613636364,43.90454545,1,6.93
L2456,C066,Skillshare,3/7/2022,1,78.9,4.2,18.5,0.82,9.0,0,1,0.630434783,43.1673913,1,7.38
L2457,C038,Coursera,7/9/2022,0,0.0,0.0,2.1,0.03,2.0,0,0,0.6875,48.7171875,0,0.06
L2458,C071,Coursera,1/1/2022,1,38.0,1.7,5.8,0.94,10.0,0,0,0.724137931,50.45172414,0,9.4
L2459,C091,FutureLearn,7/3/2022,1,78.9,2.9,6.0,0.96,12.0,0,0,0.625,43.06458333,0,11.52
L2460,C015,edX,1/16/2022,0,0.0,0.0,2.7,0.01,5.0,0,0,0.714285714,49.94285714,0,0.05
L2461,C031,Skillshare,12/26/2022,1,58.3,3.6,5.1,0.84,8.0,0,0,0.636363636,44.01636364,0,6.72
L2462,C076,Skillshare,11/17/2022,1,51.2,3.7,46.8,0.95,12.0,0,0,0.783333333,51.98333333,0,11.4
L2463,C041,Skillshare,7/27/2022,1,74.6,3.1,22.0,0.8,4.0,0,1,0.716981132,51.24150943,0,3.2
L2464,C049,Skillshare,10/7/2022,0,0.0,0.0,2.3,0.48,5.0,0,0,0.717391304,51.05434783,0,2.4
L2465,C028,Udemy,9/1/2022,1,92.0,2.0,16.6,,10.0,0,0,0.634146341,45.11707317,0,9.9
L2466,C018,Udemy,10/12/2022,1,83.8,3.6,7.9,0.96,9.0,0,1,0.793103448,54.27413793,0,8.64
L2467,C050,,8/2/2022,1,83.4,1.6,0.3,0.98,13.0,0,0,0.744186047,49.07906977,0,12.74
L2468,C020,edX,12/10/2022,0,0.0,0.0,2.2,0.44,2.0,0,0,0.760869565,53.55434783,0,0.88
L2469,C017,Udemy,1/6/2022,0,0.0,0.0,2.7,,3.0,0,0,0.731343284,51.24328358,0,1.29
L2470,C010,Coursera,3/15/2022,1,76.7,3.6,23.1,0.95,14.0,0,1,0.789473684,54.9,0,13.3
L2471,C093,Skillshare,12/3/2022,1,46.2,1.2,11.3,0.8,10.0,1,0,0.660714286,42.91785714,0,8.0
L2472,C056,Udemy,2/13/2022,1,91.4,4.3,6.0,0.82,7.0,0,1,0.727272727,51.27636364,1,5.74
L2473,C018,Skillshare,8/22/2022,0,0.0,0.0,2.9,0.29,0.0,0,0,0.793103448,54.27413793,0,0.0
L2474,C090,FutureLearn,8/6/2022,1,95.3,1.1,30.1,0.78,,0,0,0.711538462,48.97307692,0,8.58
L2475,C080,Udemy,8/21/2022,0,0.0,0.0,1.4,0.31,0.0,0,0,0.794117647,55.36764706,0,0.0
L2476,C066,Skillshare,10/10/2022,1,100.0,2.7,1.7,0.85,5.0,0,0,0.630434783,43.1673913,0,4.25
L2477,C058,Skillshare,7/1/2022,1,64.4,2.7,24.7,0.92,11.0,0,0,0.666666667,45.32941176,0,10.12
L2478,C029,Udemy,8/6/2022,0,0.0,0.0,2.2,0.5,3.0,0,0,0.619047619,43.39761905,0,1.5
L2479,C078,Coursera,10/23/2022,1,66.5,3.0,4.6,0.92,8.0,0,0,0.738095238,51.98809524,0,7.36
L2480,C064,Udemy,12/31/2022,1,65.7,2.5,12.8,0.8,11.0,0,0,0.770833333,56.29791667,0,8.8
L2481,C065,edX,7/30/2022,1,68.1,4.6,5.7,,8.0,0,1,0.705882353,47.83529412,1,6.0
L2482,C070,FutureLearn,7/7/2022,1,80.2,3.9,16.7,0.93,12.0,0,1,0.738095238,48.29761905,0,11.16
L2483,C005,Coursera,10/18/2022,1,86.6,3.3,2.3,0.79,,0,1,0.714285714,50.55510204,0,4.74
L2484,C062,edX,2/27/2022,1,66.6,2.5,10.8,,,0,0,0.648148148,44.63333333,0,11.2
L2485,C075,Skillshare,12/20/2022,0,0.0,0.0,1.0,0.14,0.0,0,0,0.613636364,43.90454545,0,0.0
L2486,C011,Udemy,9/27/2022,0,0.0,0.0,2.4,0.08,3.0,0,0,0.682539683,47.54444444,0,0.24
L2487,C097,edX,8/27/2022,0,0.0,0.0,1.9,0.28,5.0,0,0,0.693548387,50.18548387,0,1.4
L2488,C067,Coursera,9/25/2022,1,76.4,4.3,0.5,0.8,11.0,0,1,0.711111111,51.03555556,1,8.8
L2489,C079,Coursera,5/6/2022,1,59.6,1.7,0.6,0.87,12.0,0,0,0.755102041,51.49183673,0,10.44
L2490,C061,Coursera,12/17/2022,1,83.7,1.2,1.0,0.91,9.0,0,0,0.660714286,46.63035714,0,8.19
L2491,C082,FutureLearn,10/24/2022,1,66.0,2.9,13.2,0.93,13.0,0,0,0.661016949,45.00677966,0,12.09
L2492,C040,FutureLearn,1/28/2022,0,0.0,0.0,2.0,0.37,1.0,0,0,0.622222222,43.37555556,0,0.37
L2493,C044,FutureLearn,1/6/2022,1,74.3,2.2,1.8,0.74,8.0,0,0,0.826086957,56.53913043,0,5.92
L2494,C061,Skillshare,9/20/2022,1,84.6,1.4,8.2,0.74,7.0,0,0,0.660714286,46.63035714,0,5.18
L2495,C061,FutureLearn,6/19/2022,0,0.0,0.0,2.2,0.23,1.0,0,0,0.660714286,46.63035714,0,0.23
L2496,C054,edX,5/31/2022,0,0.0,0.0,1.3,0.38,1.0,0,0,0.541666667,38.03958333,0,0.38
L2497,C038,Udemy,1/19/2022,1,50.9,1.3,28.0,0.86,13.0,0,0,0.6875,48.7171875,0,11.18
L2498,C089,FutureLearn,6/5/2022,1,73.7,1.6,5.4,0.89,12.0,0,0,0.756097561,54.26829268,0,10.68
L2499,C094,FutureLearn,5/14/2022,1,59.4,1.2,12.7,0.99,8.0,0,0,0.648148148,47.95925926,0,7.92
L2500,C008,Skillshare,10/24/2022,1,72.5,1.2,36.6,0.95,9.0,0,0,0.645833333,46.42708333,0,8.55
L2501,C022,FutureLearn,1/27/2022,1,87.0,4.3,10.8,0.72,,0,1,0.612903226,41.62419355,1,12.96
L2502,C085,edX,11/16/2022,1,53.0,1.7,20.4,0.83,11.0,0,0,0.689655172,46.95,0,9.13
L2503,C004,edX,9/6/2022,1,77.4,2.9,3.4,0.81,14.0,0,0,0.84,57.566,0,11.34
L2504,C011,Udemy,9/16/2022,0,0.0,0.0,2.8,0.4,0.0,0,0,0.682539683,47.54444444,0,0.0
L2505,C010,edX,5/10/2022,1,57.1,1.9,11.8,0.93,7.0,0,0,0.789473684,54.9,0,6.51
L2506,C017,FutureLearn,5/24/2022,1,77.4,3.4,1.9,0.73,10.0,0,1,0.731343284,51.24328358,0,7.3
L2507,C036,edX,1/8/2022,1,76.8,4.1,2.3,0.82,10.0,0,1,0.68,47.784,1,8.2
L2508,C095,Coursera,11/6/2022,1,68.3,4.2,14.6,0.85,8.0,0,1,0.679245283,48.90754717,1,6.8
L2509,C023,FutureLearn,3/19/2022,1,72.6,1.6,7.0,0.75,6.0,0,0,0.679245283,49.76792453,0,4.5
L2510,C085,Skillshare,7/9/2022,1,61.2,2.4,1.1,0.8,8.0,0,0,0.689655172,46.95,0,6.4
L2511,C023,edX,12/25/2022,1,90.0,3.5,29.2,0.76,11.0,0,1,0.679245283,49.76792453,0,8.36
L2512,C031,Skillshare,4/3/2022,1,84.1,1.2,2.5,0.99,10.0,0,0,0.636363636,44.01636364,0,9.9
L2513,C068,Coursera,6/25/2022,1,65.2,3.9,13.2,0.75,17.0,0,1,0.805555556,57.31388889,0,12.75
L2514,C011,Udemy,11/1/2022,1,70.2,1.5,9.2,0.81,8.0,0,0,0.682539683,47.54444444,0,6.48
L2515,C020,Skillshare,7/31/2022,0,0.0,0.0,2.5,0.29,2.0,0,0,0.760869565,53.55434783,0,0.58
L2516,C099,Skillshare,5/2/2022,0,0.0,0.0,2.7,,,0,0,0.70212766,48.62765957,0,0.84
L2517,C085,Skillshare,11/23/2022,1,78.5,3.8,32.9,0.87,5.0,0,1,0.689655172,46.95,0,4.35
L2518,C022,Udemy,10/23/2022,1,62.7,1.9,5.0,0.88,9.0,0,0,0.612903226,41.62419355,0,7.92
L2519,C094,edX,1/28/2022,0,0.0,0.0,2.9,0.38,0.0,0,0,0.648148148,47.95925926,0,0.0
L2520,C083,edX,3/1/2022,1,89.8,2.8,15.1,0.83,7.0,0,0,0.775862069,53.65344828,0,5.81
L2521,C007,Udemy,8/26/2022,0,0.0,0.0,1.3,0.22,1.0,0,0,0.617021277,40.28297872,0,0.22
L2522,C052,Skillshare,6/4/2022,0,0.0,0.0,1.9,0.33,0.0,0,0,0.742857143,52.52285714,0,0.0
L2523,C061,FutureLearn,4/30/2022,1,45.8,1.7,2.6,0.9,10.0,0,0,0.660714286,46.63035714,0,9.0
L2524,C049,Skillshare,8/31/2022,0,0.0,0.0,2.5,0.31,1.0,0,0,0.717391304,51.05434783,0,0.31
L2525,C034,Udemy,9/29/2022,1,55.8,2.5,2.8,0.86,14.0,0,0,0.745098039,50.31960784,0,12.04
L2526,C056,Coursera,5/28/2022,1,72.5,4.6,8.6,0.87,8.0,0,1,0.727272727,51.27636364,1,6.96
L2527,C058,Skillshare,12/14/2022,1,75.0,3.1,6.2,0.76,8.0,0,1,0.666666667,45.32941176,0,6.08
L2528,C041,FutureLearn,12/16/2022,1,77.6,4.5,1.6,,11.0,0,1,0.716981132,51.24150943,1,9.35
L2529,C006,Coursera,9/30/2022,1,54.4,3.9,5.2,0.89,13.0,0,0,0.653061224,43.82244898,0,11.57
L2530,C082,edX,8/10/2022,1,92.2,1.4,5.3,0.86,10.0,0,0,0.661016949,45.00677966,0,8.6
L2531,C079,edX,6/21/2022,1,63.4,3.9,5.0,0.77,,0,1,0.755102041,51.49183673,0,6.16
L2532,C035,edX,2/20/2022,1,87.0,2.8,31.1,0.79,15.0,0,0,0.822222222,56.22888889,0,11.85
L2533,C033,FutureLearn,7/20/2022,0,0.0,0.0,1.8,0.34,0.0,0,0,0.631578947,42.81842105,0,0.0
L2534,C060,Udemy,12/11/2022,0,0.0,0.0,1.6,0.17,2.0,0,0,0.659574468,48.6,0,0.34
L2535,C076,Udemy,9/24/2022,1,85.4,4.1,33.0,0.85,11.0,0,1,0.783333333,51.98333333,1,9.35
L2536,C044,Udemy,6/10/2022,1,56.2,2.9,5.8,0.96,14.0,0,0,0.826086957,56.53913043,0,13.44
L2537,C071,Coursera,12/11/2022,1,73.2,3.7,27.2,0.93,11.0,0,1,0.724137931,50.45172414,0,10.23
L2538,C002,Coursera,1/7/2022,1,56.1,1.6,21.3,0.92,10.0,0,0,0.770833333,50.73541667,0,9.2
L2539,C053,Coursera,9/26/2022,1,76.3,1.6,12.1,0.91,10.0,0,0,0.694915254,50.12542373,0,9.1
L2540,C014,Skillshare,6/29/2022,1,59.9,2.3,12.1,0.73,13.0,0,0,0.692307692,48.18269231,0,9.49
L2541,C029,edX,5/9/2022,0,0.0,0.0,2.3,0.33,2.0,0,0,0.619047619,43.39761905,0,0.66
L2542,C025,Coursera,1/13/2022,0,0.0,0.0,1.4,0.4,2.0,0,0,0.578947368,40.70789474,0,0.8
L2543,C080,Coursera,1/30/2022,0,0.0,0.0,2.2,0.14,2.0,0,0,0.794117647,55.36764706,0,0.28
L2544,C077,Udemy,11/3/2022,1,86.5,4.3,1.9,0.98,7.0,0,1,0.688888889,47.95333333,1,6.86
L2545,C082,Coursera,12/29/2022,1,48.3,4.1,9.3,0.85,15.0,0,0,0.661016949,45.00677966,1,12.75
L2546,C016,Coursera,11/6/2022,0,0.0,0.0,2.0,0.31,4.0,0,0,0.712121212,51.35606061,0,1.24
L2547,C017,Skillshare,12/3/2022,0,0.0,0.0,2.9,0.36,4.0,0,0,0.731343284,51.24328358,0,1.44
L2548,C098,FutureLearn,4/5/2022,1,64.9,4.3,17.9,0.96,13.0,0,1,0.795454545,56.28409091,1,12.48
L2549,C015,Udemy,5/10/2022,1,100.0,4.3,6.7,0.77,10.0,0,1,0.714285714,49.94285714,1,7.7
L2550,C038,Skillshare,12/5/2022,1,51.7,4.8,15.0,0.94,11.0,0,0,0.6875,48.7171875,1,10.34
L2551,C010,Skillshare,5/22/2022,1,57.5,3.4,32.5,0.76,16.0,0,0,0.789473684,54.9,0,12.16
L2552,C099,Skillshare,12/21/2022,1,71.7,3.4,60.8,0.99,19.0,0,1,0.70212766,48.62765957,0,18.81
L2553,C086,edX,5/12/2022,1,54.3,2.8,19.1,0.76,13.0,0,0,0.688888889,48.64444444,0,9.88
L2554,C021,Coursera,5/22/2022,1,58.4,1.5,1.1,0.92,6.0,0,0,0.74,50.32,0,5.52
L2555,C100,Coursera,7/15/2022,1,73.4,3.2,12.3,0.91,10.0,0,1,0.674418605,46.39069767,0,9.1
L2556,C050,edX,1/31/2022,1,64.0,2.0,13.6,0.81,14.0,0,0,0.744186047,49.07906977,0,11.34
L2557,C034,edX,4/2/2022,1,82.9,1.2,4.9,0.8,10.0,0,0,0.745098039,50.31960784,0,8.0
L2558,C057,Coursera,9/9/2022,1,73.2,3.1,0.2,0.78,15.0,0,1,0.754385965,54.93859649,0,11.7
L2559,C026,,7/21/2022,1,63.7,4.9,16.4,0.7,8.0,0,0,0.86,61.268,1,5.6
L2560,C023,Skillshare,2/25/2022,0,0.0,0.0,1.0,0.25,6.0,0,0,0.679245283,49.76792453,0,1.5
L2561,C019,FutureLearn,8/9/2022,0,0.0,0.0,2.8,0.19,2.0,0,0,0.735849057,50.50754717,0,0.38
L2562,C028,FutureLearn,11/26/2022,1,77.7,1.2,8.1,0.79,6.0,0,0,0.634146341,45.11707317,0,4.74
L2563,C014,Skillshare,5/13/2022,0,0.0,0.0,1.1,0.14,2.0,0,0,0.692307692,48.18269231,0,0.28
L2564,C014,Coursera,2/7/2022,0,0.0,0.0,1.6,0.17,4.0,0,0,0.692307692,48.18269231,0,0.68
L2565,C010,FutureLearn,5/9/2022,1,60.1,3.4,15.3,0.92,11.0,0,1,0.789473684,54.9,0,10.12
L2566,C100,Skillshare,1/10/2022,1,79.5,4.2,17.3,0.84,7.0,0,1,0.674418605,46.39069767,1,5.88
L2567,C064,Udemy,12/1/2022,1,60.0,4.5,10.5,0.74,9.0,0,1,0.770833333,56.29791667,1,6.66
L2568,C082,Coursera,1/20/2022,1,73.0,3.8,22.1,0.96,14.0,0,1,0.661016949,45.00677966,0,13.44
L2569,C086,Skillshare,5/17/2022,1,55.6,2.0,17.1,1.0,7.0,0,0,0.688888889,48.64444444,0,7.0
L2570,C020,edX,7/20/2022,1,76.6,2.0,0.7,0.85,5.0,0,0,0.760869565,53.55434783,0,4.25
L2571,C074,Coursera,9/21/2022,0,0.0,0.0,1.1,,2.0,0,0,0.671875,46.240625,0,0.1
L2572,C091,Skillshare,9/2/2022,1,71.7,3.7,9.6,0.91,10.0,0,1,0.625,43.06458333,0,9.1
L2573,C056,Skillshare,2/5/2022,1,83.4,1.2,5.1,0.98,11.0,0,0,0.727272727,51.27636364,0,10.78
L2574,C070,Udemy,1/2/2022,1,71.4,4.1,9.9,0.99,3.0,0,1,0.738095238,48.29761905,1,2.97
L2575,C050,Skillshare,3/4/2022,1,89.5,1.6,37.3,0.79,9.0,0,0,0.744186047,49.07906977,0,7.11
L2576,C073,FutureLearn,7/3/2022,1,62.1,1.2,1.6,,7.0,0,0,0.756097561,48.97317073,0,6.44
L2577,C043,edX,7/25/2022,1,68.0,1.1,4.3,0.91,15.0,0,0,0.625,44.2375,0,13.65
L2578,C008,Coursera,7/7/2022,1,56.9,2.2,0.9,0.7,9.0,0,0,0.645833333,46.42708333,0,6.3
L2579,C069,edX,2/11/2022,1,77.7,2.4,13.3,0.98,5.0,0,0,0.532258065,37.68064516,0,4.9
L2580,C059,edX,11/28/2022,1,81.9,3.0,7.8,0.79,12.0,0,0,0.622641509,44.59433962,0,9.48
L2581,C026,Udemy,10/11/2022,1,69.1,2.4,6.8,0.98,10.0,0,0,0.86,61.268,0,9.8
L2582,C006,,12/5/2022,1,54.8,4.3,15.1,0.85,7.0,0,0,0.653061224,43.82244898,1,5.95
L2583,C025,edX,12/23/2022,1,68.7,2.4,16.8,0.85,3.0,0,0,0.578947368,40.70789474,0,2.55
L2584,C050,Coursera,11/19/2022,1,99.1,4.0,6.8,0.71,11.0,0,1,0.744186047,49.07906977,1,7.81
L2585,C089,edX,9/7/2022,1,98.0,1.9,14.3,,15.0,0,0,0.756097561,54.26829268,0,13.8
L2586,C011,Skillshare,4/8/2022,1,69.9,3.7,1.0,0.82,16.0,0,1,0.682539683,47.54444444,0,13.12
L2587,C018,Coursera,4/9/2022,1,71.5,3.3,6.9,,12.0,0,1,0.793103448,54.27413793,0,11.88
L2588,C004,FutureLearn,5/3/2022,1,67.0,2.7,16.8,0.82,14.0,0,0,0.84,57.566,0,11.48
L2589,C063,Skillshare,2/2/2022,0,0.0,0.0,2.1,0.1,,0,0,0.62,44.356,0,0.1
L2590,C070,edX,9/13/2022,0,0.0,0.0,1.0,0.27,2.0,0,0,0.738095238,48.29761905,0,0.54
L2591,C069,Skillshare,1/9/2022,1,55.7,4.5,10.3,0.91,,0,0,0.532258065,37.68064516,1,7.28
L2592,C005,edX,1/29/2022,1,90.6,4.3,1.3,0.81,12.0,0,1,0.714285714,50.55510204,1,9.72
L2593,C044,Coursera,7/27/2022,1,66.8,1.4,4.9,0.7,15.0,0,0,0.826086957,56.53913043,0,10.5
L2594,C016,Udemy,12/1/2022,1,53.6,1.2,2.6,0.78,9.0,0,0,0.712121212,51.35606061,0,7.02
L2595,C086,FutureLearn,8/23/2022,1,71.7,2.8,13.0,0.9,6.0,0,0,0.688888889,48.64444444,0,5.4
L2596,C087,FutureLearn,3/18/2022,1,67.3,3.9,4.7,0.72,9.0,0,1,0.693877551,49.60204082,0,6.48
L2597,C095,FutureLearn,4/30/2022,0,0.0,0.0,2.7,0.29,3.0,0,0,0.679245283,48.90754717,0,0.87
L2598,C010,Coursera,3/14/2022,1,71.4,4.7,4.1,0.8,9.0,0,1,0.789473684,54.9,1,7.2
L2599,C063,Coursera,8/30/2022,1,81.1,4.7,0.3,0.91,8.0,0,1,0.62,44.356,1,7.28
L2600,C080,Coursera,5/5/2022,1,53.0,1.8,5.2,0.82,8.0,0,0,0.794117647,55.36764706,0,6.56
L2601,C090,Udemy,1/8/2022,0,0.0,0.0,2.9,0.47,3.0,0,0,0.711538462,48.97307692,0,1.41
L2602,C023,Coursera,6/7/2022,0,0.0,0.0,2.8,0.32,3.0,0,0,0.679245283,49.76792453,0,0.96
L2603,C013,Skillshare,11/9/2022,0,0.0,0.0,0.7,0.09,1.0,0,0,0.693877551,46.83877551,0,0.09
L2604,C022,FutureLearn,2/2/2022,0,0.0,0.0,1.6,0.17,2.0,0,0,0.612903226,41.62419355,0,0.34
L2605,C014,Coursera,9/12/2022,1,70.2,1.4,1.0,0.96,,0,0,0.692307692,48.18269231,0,9.6
L2606,C077,FutureLearn,4/23/2022,0,0.0,0.0,2.6,0.46,1.0,0,0,0.688888889,47.95333333,0,0.46
L2607,C009,Udemy,8/7/2022,1,80.0,1.1,16.0,0.74,7.0,0,0,0.787234043,54.68723404,0,5.18
L2608,C044,Skillshare,6/16/2022,0,0.0,0.0,2.2,0.3,0.0,0,0,0.826086957,56.53913043,0,0.0
L2609,C016,FutureLearn,10/7/2022,1,81.6,4.7,1.8,0.88,8.0,0,1,0.712121212,51.35606061,1,7.04
L2610,C018,edX,4/20/2022,0,0.0,0.0,1.4,0.01,3.0,0,0,0.793103448,54.27413793,0,0.03
L2611,C098,Coursera,10/31/2022,1,47.2,2.9,3.2,0.75,10.0,0,0,0.795454545,56.28409091,0,7.5
L2612,C023,edX,2/2/2022,0,0.0,0.0,0.6,0.12,6.0,0,0,0.679245283,49.76792453,0,0.72
L2613,C016,edX,3/14/2022,0,0.0,0.0,2.1,0.19,2.0,0,0,0.712121212,51.35606061,0,0.38
L2614,C097,Skillshare,3/28/2022,0,0.0,0.0,0.6,0.46,5.0,0,0,0.693548387,50.18548387,0,2.3
L2615,C090,edX,10/11/2022,0,0.0,0.0,1.2,0.45,2.0,0,0,0.711538462,48.97307692,0,0.9
L2616,C022,Skillshare,5/5/2022,1,50.5,1.4,3.1,0.99,8.0,0,0,0.612903226,41.62419355,0,7.92
L2617,C075,Coursera,3/10/2022,0,0.0,0.0,0.8,0.12,3.0,0,0,0.613636364,43.90454545,0,0.36
L2618,C013,FutureLearn,7/12/2022,1,60.3,4.2,13.4,0.97,,0,1,0.693877551,46.83877551,1,6.79
L2619,C100,,1/9/2022,0,0.0,0.0,1.4,0.26,0.0,0,0,0.674418605,46.39069767,0,0.0
L2620,C063,Coursera,1/4/2022,1,67.4,3.2,17.7,0.78,15.0,0,1,0.62,44.356,0,11.7
L2621,C001,Udemy,2/15/2022,1,50.4,3.7,12.5,1.0,10.0,0,0,0.743589744,52.16153846,0,10.0
L2622,C091,FutureLearn,5/26/2022,1,74.7,4.9,2.0,0.8,10.0,0,1,0.625,43.06458333,1,8.0
L2623,C054,Skillshare,12/21/2022,0,0.0,0.0,1.3,0.43,0.0,0,0,0.541666667,38.03958333,0,0.0
L2624,C017,Udemy,3/15/2022,1,69.4,4.8,0.4,0.92,11.0,0,1,0.731343284,51.24328358,1,10.12
L2625,C082,edX,9/25/2022,1,73.8,1.5,20.5,0.81,11.0,0,0,0.661016949,45.00677966,0,8.91
L2626,C058,Skillshare,5/3/2022,0,0.0,0.0,3.0,0.38,2.0,0,0,0.666666667,45.32941176,0,0.76
L2627,C023,FutureLearn,12/21/2022,1,50.3,3.9,4.5,0.76,8.0,0,0,0.679245283,49.76792453,0,6.08
L2628,C005,FutureLearn,4/3/2022,1,69.7,2.9,7.5,0.74,,0,0,0.714285714,50.55510204,0,8.88
L2629,C092,Skillshare,11/10/2022,1,88.7,2.6,3.9,0.84,6.0,0,0,0.804347826,55.64782609,0,5.04
L2630,C012,edX,6/28/2022,1,77.0,1.2,1.6,0.74,6.0,0,0,0.734375,52.640625,0,4.44
L2631,C054,Coursera,10/13/2022,1,81.4,4.1,6.8,1.0,9.0,0,1,0.541666667,38.03958333,1,9.0
L2632,C031,Udemy,3/2/2022,1,88.5,3.2,0.5,0.82,11.0,0,1,0.636363636,44.01636364,0,9.02
L2633,C068,Coursera,11/13/2022,1,79.5,1.9,20.7,0.92,,0,0,0.805555556,57.31388889,0,15.64
L2634,C047,FutureLearn,9/17/2022,1,89.1,3.3,4.0,,12.0,0,1,0.6,46.58,0,11.4
L2635,C029,Skillshare,11/17/2022,1,88.0,3.2,2.5,0.8,9.0,0,1,0.619047619,43.39761905,0,7.2
L2636,C085,Udemy,5/22/2022,0,0.0,0.0,2.9,0.01,1.0,0,0,0.689655172,46.95,0,0.01
L2637,C007,Udemy,2/27/2022,0,0.0,0.0,0.7,0.43,5.0,0,0,0.617021277,40.28297872,0,2.15
L2638,C020,Skillshare,9/12/2022,1,75.3,2.9,18.7,0.89,7.0,0,0,0.760869565,53.55434783,0,6.23
L2639,C023,Udemy,12/10/2022,0,0.0,0.0,2.0,0.34,1.0,0,0,0.679245283,49.76792453,0,0.34
L2640,C006,Coursera,11/27/2022,0,0.0,0.0,0.7,0.2,5.0,0,0,0.653061224,43.82244898,0,1.0
L2641,C047,edX,4/18/2022,0,0.0,0.0,2.6,0.37,2.0,0,0,0.6,46.58,0,0.74
L2642,C056,edX,6/21/2022,1,68.6,4.0,4.0,0.92,12.0,0,1,0.727272727,51.27636364,1,11.04
L2643,C079,Skillshare,1/23/2022,1,69.4,3.3,3.4,0.92,11.0,0,1,0.755102041,51.49183673,0,10.12
L2644,C014,Coursera,10/3/2022,1,86.2,4.5,5.9,0.85,9.0,0,1,0.692307692,48.18269231,1,7.65
L2645,C023,Udemy,1/15/2022,1,72.0,4.2,1.4,0.88,8.0,0,1,0.679245283,49.76792453,1,7.04
L2646,C063,FutureLearn,3/1/2022,1,100.0,3.9,15.0,0.78,6.0,0,1,0.62,44.356,0,4.68
L2647,C010,Udemy,8/16/2022,1,70.0,2.4,8.4,0.72,10.0,0,0,0.789473684,54.9,0,7.2
L2648,C076,FutureLearn,6/16/2022,1,45.1,4.6,2.0,0.9,16.0,0,0,0.783333333,51.98333333,1,14.4
L2649,C054,Udemy,12/13/2022,1,61.0,1.5,6.8,0.84,,0,0,0.541666667,38.03958333,0,7.56
L2650,C042,Udemy,2/26/2022,1,66.2,2.8,6.1,0.93,9.0,0,0,0.547169811,38.61698113,0,8.37
L2651,C042,Udemy,2/20/2022,1,60.9,4.5,7.2,0.87,6.0,0,1,0.547169811,38.61698113,1,5.22
L2652,C031,Skillshare,4/13/2022,0,0.0,0.0,1.6,0.46,1.0,0,0,0.636363636,44.01636364,0,0.46
L2653,C049,Udemy,2/7/2022,0,0.0,0.0,1.5,0.31,2.0,0,0,0.717391304,51.05434783,0,0.62
L2654,C061,FutureLearn,9/6/2022,0,0.0,0.0,0.7,,1.0,0,0,0.660714286,46.63035714,0,0.01
L2655,C007,Skillshare,3/16/2022,1,81.2,3.4,19.1,0.78,14.0,0,1,0.617021277,40.28297872,0,10.92
L2656,C028,FutureLearn,8/21/2022,1,84.1,2.6,1.0,0.99,6.0,0,0,0.634146341,45.11707317,0,5.94
L2657,C023,Skillshare,7/11/2022,1,64.3,1.5,10.4,1.0,7.0,0,0,0.679245283,49.76792453,0,7.0
L2658,C018,Skillshare,4/10/2022,1,83.0,1.7,7.2,0.77,13.0,0,0,0.793103448,54.27413793,0,10.01
L2659,C081,edX,5/19/2022,1,76.4,4.7,5.4,0.9,6.0,0,1,0.673469388,44.80612245,1,5.4
L2660,C026,edX,3/7/2022,1,65.8,2.5,4.4,,10.0,0,0,0.86,61.268,0,7.0
L2661,C005,FutureLearn,1/31/2022,1,95.6,3.7,18.7,0.7,7.0,0,0,0.714285714,50.55510204,0,4.9
L2662,C036,Udemy,2/26/2022,1,82.7,3.7,5.3,0.81,12.0,0,1,0.68,47.784,0,9.72
L2663,C060,,8/3/2022,1,76.3,3.2,15.6,0.76,10.0,0,1,0.659574468,48.6,0,7.6
