learner_id,course_id,platform,enrollment_date,completion_status,assessment_score,feedback_score,time_spent_hours,video_completion_rate,interaction_count,anomaly_flag,course_quality_label,avg_completion_rate,avg_assessment_score,is_high_feedback,engagement_score,enrollment_month,enrollment_day_of_week
L2050,C007,FutureLearn,2022-01-12,1,42.5,3.3,1.6,0.94,8.0,0,0,0.617021277,40.28297872,0,7.52,1,2
L2051,C024,Coursera,2022-05-25,1,63.4,4.6,18.1,0.88,9.0,0,1,0.659090909,44.51818182,1,7.92,5,2
L2052,C035,Udemy,2022-08-13,1,89.8,2.7,4.0,0.82,10.0,0,0,0.822222222,56.22888889,0,8.2,8,5
L2053,C094,Coursera,2022-04-30,0,0.0,0.0,0.6,0.28,1.0,0,0,0.648148148,47.95925926,0,0.28,4,5
L2054,C012,Udemy,2022-01-08,1,61.7,4.0,3.0,0.8,13.0,0,1,0.734375,52.640625,1,10.4,1,5
L2055,C064,Udemy,2022-06-25,1,80.7,4.4,28.0,0.87,7.0,0,1,0.770833333,56.29791667,1,6.09,6,5
L2056,C054,edX,2022-09-13,1,87.2,3.6,2.0,0.72,,0,1,0.541666667,38.03958333,0,8.64,9,1
L2057,C048,Skillshare,2022-12-23,1,76.1,1.3,2.1,0.77,7.0,0,0,0.642857143,45.46190476,0,5.39,12,4
L2058,C005,edX,2022-02-11,1,93.9,1.8,0.7,0.75,10.0,0,0,0.714285714,50.55510204,0,7.5,2,4
L2059,C097,Udemy,2022-01-29,0,0.0,0.0,2.2,0.14,1.0,0,0,0.693548387,50.18548387,0,0.14,1,5
L2060,C035,Skillshare,2022-02-06,1,85.5,3.0,4.6,0.89,17.0,0,0,0.822222222,56.22888889,0,15.13,2,6
L2061,C070,Skillshare,2022-04-03,1,50.4,3.4,16.5,0.82,10.0,0,0,0.738095238,48.29761905,0,8.2,4,6
L2062,C025,edX,2022-07-15,1,64.1,1.6,10.3,0.92,11.0,0,0,0.578947368,40.70789474,0,10.12,7,4
L2063,C002,Coursera,2023-01-01,1,70.4,2.4,6.8,0.96,13.0,0,0,0.770833333,50.73541667,0,12.48,1,6
L2064,C032,Skillshare,2022-08-15,1,95.1,1.6,11.1,0.77,9.0,0,0,0.612244898,43.57755102,0,6.93,8,0
L2065,C032,Coursera,2022-04-12,0,0.0,0.0,0.7,0.12,0.0,0,0,0.612244898,43.57755102,0,0.0,4,1
L2066,C059,Coursera,2022-09-24,1,67.1,1.1,9.6,0.74,7.0,0,0,0.622641509,44.59433962,0,5.18,9,5
L2067,C086,Udemy,2022-08-31,0,0.0,0.0,2.8,0.26,0.0,0,0,0.688888889,48.64444444,0,0.0,8,2
L2068,C050,edX,2022-06-15,1,67.3,3.7,6.3,0.82,5.0,0,1,0.744186047,49.07906977,0,4.1,6,2
L2069,C021,Coursera,2022-10-09,0,0.0,0.0,2.5,0.07,2.0,0,0,0.74,50.32,0,0.14,10,6
L2070,C067,Coursera,2022-05-10,1,59.3,2.8,5.1,0.88,10.0,0,0,0.711111111,51.03555556,0,8.8,5,1
L2071,C062,,2022-04-12,1,59.7,1.7,8.2,0.96,14.0,0,0,0.648148148,44.63333333,0,13.44,4,1
L2072,C047,,2022-12-08,1,69.2,3.3,1.6,0.93,13.0,0,1,0.6,46.58,0,12.09,12,3
L2073,C028,Coursera,2022-05-01,1,72.0,3.3,0.4,0.85,11.0,0,1,0.634146341,45.11707317,0,9.35,5,6
L2074,C082,Skillshare,2022-06-16,0,0.0,0.0,2.1,0.23,2.0,0,0,0.661016949,45.00677966,0,0.46,6,3
L2075,C002,Udemy,2022-05-22,1,60.8,4.6,0.3,0.93,5.0,0,1,0.770833333,50.73541667,1,4.65,5,6
L2076,C075,Coursera,2022-07-22,0,0.0,0.0,1.2,0.41,6.0,0,0,0.613636364,43.90454545,0,2.46,7,4
L2077,C032,Coursera,2022-01-22,1,81.8,4.8,2.4,0.85,12.0,0,1,0.612244898,43.57755102,1,10.2,1,5
L2078,C075,Skillshare,2022-12-19,1,76.9,2.0,4.1,0.83,10.0,0,0,0.613636364,43.90454545,0,8.3,12,0
L2079,C077,Udemy,2022-07-10,1,57.5,1.2,2.2,0.87,13.0,0,0,0.688888889,47.95333333,0,11.31,7,6
L2080,C099,Coursera,2022-05-08,0,0.0,0.0,2.4,0.15,3.0,0,0,0.70212766,48.62765957,0,0.45,5,6
L2081,C021,Skillshare,2022-02-16,1,62.6,1.3,1.3,0.75,13.0,0,0,0.74,50.32,0,9.75,2,2
L2082,C088,FutureLearn,2022-06-23,0,0.0,0.0,2.2,0.21,1.0,0,0,0.607843137,41.05294118,0,0.21,6,3
L2083,C098,Coursera,2022-01-31,1,55.5,2.0,4.8,0.95,15.0,0,0,0.795454545,56.28409091,0,14.25,1,0
L2084,C046,Udemy,2022-12-26,1,57.8,3.5,7.4,0.83,7.0,0,0,0.775510204,53.68367347,0,5.81,12,0
L2085,C069,Coursera,2022-03-06,1,79.6,1.5,0.9,0.97,10.0,0,0,0.532258065,37.68064516,0,9.7,3,6
L2086,C063,Udemy,2022-06-12,0,0.0,0.0,1.8,0.27,1.0,0,0,0.62,44.356,0,0.27,6,6
L2087,C072,edX,2022-08-13,0,0.0,0.0,1.5,0.43,3.0,0,0,0.744680851,51.91489362,0,1.29,8,5
L2088,C094,Udemy,2022-01-11,0,0.0,0.0,0.9,0.17,3.0,0,0,0.648148148,47.95925926,0,0.51,1,1
L2089,C089,,2022-07-03,1,80.8,2.9,1.1,0.84,9.0,0,0,0.756097561,54.26829268,0,7.56,7,6
L2090,C093,Udemy,2022-05-09,1,46.5,4.8,1.7,0.76,13.0,0,0,0.660714286,42.91785714,1,9.88,5,0
L2091,C006,Skillshare,2022-12-28,1,100.0,2.1,0.3,0.86,7.0,0,0,0.653061224,43.82244898,0,6.02,12,2
L2092,C057,FutureLearn,2022-05-31,1,77.5,3.6,11.1,0.95,11.0,0,1,0.754385965,54.93859649,0,10.45,5,1
L2093,C070,Skillshare,2022-04-08,1,62.1,2.2,2.0,0.88,7.0,0,0,0.738095238,48.29761905,0,6.16,4,4
L2094,C073,Udemy,2022-10-06,0,0.0,0.0,2.0,0.18,,0,0,0.756097561,48.97317073,0,0.54,10,3
L2095,C045,edX,2022-08-28,1,74.9,4.7,18.8,,9.0,0,1,0.710526316,47.42368421,1,8.82,8,6
L2096,C036,FutureLearn,2022-10-11,1,68.5,3.8,22.1,0.91,12.0,0,1,0.68,47.784,0,10.92,10,1
L2097,C021,,2022-09-29,1,67.5,3.5,5.0,1.0,10.0,0,1,0.74,50.32,0,10.0,9,3
L2098,C020,Skillshare,2022-06-01,1,73.6,3.6,0.8,0.88,12.0,0,1,0.760869565,53.55434783,0,10.56,6,2
L2099,C034,FutureLearn,2022-07-07,0,0.0,0.0,0.9,0.42,0.0,0,0,0.745098039,50.31960784,0,0.0,7,3
L2100,C059,Coursera,2022-11-23,0,0.0,0.0,2.4,,2.0,0,0,0.622641509,44.59433962,0,0.58,11,2
L2101,C065,Skillshare,2022-04-05,1,74.4,3.6,1.8,0.99,10.0,0,1,0.705882353,47.83529412,0,9.9,4,1
L2102,C003,FutureLearn,2022-07-06,1,47.5,3.3,12.0,0.86,14.0,1,0,0.681818182,43.65,0,12.04,7,2
L2103,C100,FutureLearn,2022-05-03,0,0.0,0.0,1.7,0.04,2.0,0,0,0.674418605,46.39069767,0,0.08,5,1
L2104,C042,Coursera,2022-12-04,0,0.0,0.0,2.3,0.42,2.0,0,0,0.547169811,38.61698113,0,0.84,12,6
L2105,C069,Skillshare,2022-04-08,1,69.9,3.6,25.0,,13.0,0,1,0.532258065,37.68064516,0,10.53,4,4
L2106,C068,Skillshare,2022-10-10,1,65.3,2.6,3.8,0.97,3.0,0,0,0.805555556,57.31388889,0,2.91,10,0
L2107,C020,FutureLearn,2022-05-25,0,0.0,0.0,2.6,0.01,2.0,0,0,0.760869565,53.55434783,0,0.02,5,2
L2108,C042,Skillshare,2022-11-25,1,77.0,3.7,6.7,0.71,,0,1,0.547169811,38.61698113,0,7.81,11,4
L2109,C042,Coursera,2022-02-19,1,52.5,4.3,2.2,0.97,8.0,0,0,0.547169811,38.61698113,1,7.76,2,5
L2110,C067,Coursera,2022-01-23,1,72.5,1.9,2.9,0.84,15.0,0,0,0.711111111,51.03555556,0,12.6,1,6
L2111,C017,Udemy,2022-01-17,1,77.2,2.2,16.5,0.98,9.0,0,0,0.731343284,51.24328358,0,8.82,1,0
L2112,C026,Coursera,2022-09-06,1,99.4,3.5,1.7,0.95,7.0,0,1,0.86,61.268,0,6.65,9,1
L2113,C025,Coursera,2022-01-17,0,0.0,0.0,1.3,0.16,3.0,0,0,0.578947368,40.70789474,0,0.48,1,0
L2114,C074,Skillshare,2022-12-03,1,74.7,4.0,1.6,0.82,10.0,0,1,0.671875,46.240625,1,8.2,12,5
L2115,C063,FutureLearn,2022-11-16,1,54.4,3.8,27.3,0.87,11.0,0,0,0.62,44.356,0,9.57,11,2
L2116,C090,FutureLearn,2022-05-12,1,80.2,2.1,9.5,0.99,11.0,0,0,0.711538462,48.97307692,0,10.89,5,3
L2117,C007,edX,2022-04-24,1,70.8,3.4,6.1,0.8,10.0,0,1,0.617021277,40.28297872,0,8.0,4,6
L2118,C078,Coursera,2022-01-07,1,51.6,2.4,8.4,0.77,7.0,0,0,0.738095238,51.98809524,0,5.39,1,4
L2119,C027,Skillshare,2022-02-10,1,51.1,4.3,4.6,0.79,13.0,0,0,0.692307692,48.725,1,10.27,2,3
L2120,C060,Coursera,2022-07-04,1,72.7,3.5,13.5,0.95,11.0,0,1,0.659574468,48.6,0,10.45,7,0
L2121,C072,Skillshare,2022-07-08,1,73.0,3.2,30.7,0.75,11.0,0,1,0.744680851,51.91489362,0,8.25,7,4
L2122,C091,Coursera,2022-11-12,1,64.7,3.9,12.8,0.94,14.0,0,1,0.625,43.06458333,0,13.16,11,5
L2123,C035,FutureLearn,2022-01-21,1,69.8,1.8,8.0,0.82,9.0,0,0,0.822222222,56.22888889,0,7.38,1,4
L2124,C094,Coursera,2022-06-05,1,99.7,1.1,0.6,,9.0,0,0,0.648148148,47.95925926,0,8.64,6,6
L2125,C010,Udemy,2022-09-23,1,76.8,2.5,6.5,0.76,8.0,0,0,0.789473684,54.9,0,6.08,9,4
L2126,C013,Coursera,2022-04-29,1,78.9,3.9,6.3,0.73,10.0,0,1,0.693877551,46.83877551,0,7.3,4,4
L2127,C069,Skillshare,2022-04-08,0,0.0,0.0,3.0,0.18,2.0,0,0,0.532258065,37.68064516,0,0.36,4,4
L2128,C025,FutureLearn,2022-12-03,1,73.6,3.1,0.9,0.9,15.0,0,1,0.578947368,40.70789474,0,13.5,12,5
L2129,C032,FutureLearn,2022-11-17,0,0.0,0.0,2.8,0.14,3.0,0,0,0.612244898,43.57755102,0,0.42,11,3
L2130,C023,FutureLearn,2022-10-13,0,0.0,0.0,0.6,0.37,3.0,0,0,0.679245283,49.76792453,0,1.11,10,3
L2131,C054,Coursera,2022-11-23,0,0.0,0.0,2.5,0.25,1.0,0,0,0.541666667,38.03958333,0,0.25,11,2
L2132,C074,edX,2022-12-12,0,0.0,0.0,1.4,,5.0,0,0,0.671875,46.240625,0,2.0,12,0
L2133,C059,Skillshare,2022-02-23,1,97.6,1.9,3.1,0.77,10.0,0,0,0.622641509,44.59433962,0,7.7,2,2
L2134,C022,Udemy,2022-10-09,0,0.0,0.0,1.6,0.44,2.0,0,0,0.612903226,41.62419355,0,0.88,10,6
L2135,C052,FutureLearn,2022-06-22,0,0.0,0.0,1.9,0.23,5.0,0,0,0.742857143,52.52285714,0,1.15,6,2
L2136,C085,Udemy,2022-10-01,1,65.0,1.8,5.1,0.73,11.0,0,0,0.689655172,46.95,0,8.03,10,5
L2137,C077,Skillshare,2022-06-30,1,60.8,1.5,3.4,0.74,7.0,0,0,0.688888889,47.95333333,0,5.18,6,3
L2138,C041,FutureLearn,2022-06-16,1,89.4,2.1,2.4,0.94,12.0,0,0,0.716981132,51.24150943,0,11.28,6,3
L2139,C048,Skillshare,2022-11-21,1,76.1,3.3,13.3,,8.0,0,1,0.642857143,45.46190476,0,6.24,11,0
L2140,C056,edX,2022-11-08,1,87.5,4.2,13.1,0.84,8.0,0,1,0.727272727,51.27636364,1,6.72,11,1
L2141,C031,FutureLearn,2022-10-07,1,66.3,4.5,1.1,0.83,12.0,0,1,0.636363636,44.01636364,1,9.96,10,4
L2142,C028,Skillshare,2022-10-09,0,0.0,0.0,1.9,0.05,3.0,0,0,0.634146341,45.11707317,0,0.15,10,6
L2143,C096,edX,2022-07-04,1,55.1,4.8,16.6,0.95,7.0,0,0,0.677966102,45.67118644,1,6.65,7,0
L2144,C058,Skillshare,2022-07-23,0,0.0,0.0,1.1,0.39,,0,0,0.666666667,45.32941176,0,0.78,7,5
L2145,C001,Coursera,2022-05-26,1,57.5,4.9,2.8,0.81,8.0,0,0,0.743589744,52.16153846,1,6.48,5,3
L2146,C077,Coursera,2022-09-23,1,92.5,4.3,7.9,0.71,,0,1,0.688888889,47.95333333,1,7.81,9,4
L2147,C018,edX,2022-01-04,1,56.0,3.7,2.2,0.95,8.0,0,0,0.793103448,54.27413793,0,7.6,1,1
L2148,C039,Udemy,2022-04-20,1,84.6,1.0,0.0,0.93,16.0,0,0,0.659574468,48.54468085,0,14.88,4,2
L2149,C041,Coursera,2022-12-20,0,0.0,0.0,2.8,0.09,2.0,0,0,0.716981132,51.24150943,0,0.18,12,1
L2150,C036,FutureLearn,2022-09-19,0,0.0,0.0,1.8,0.43,3.0,0,0,0.68,47.784,0,1.29,9,0
L2151,C072,FutureLearn,2022-10-20,0,0.0,0.0,1.5,0.01,1.0,0,0,0.744680851,51.91489362,0,0.01,10,3
L2152,C020,Coursera,2022-01-20,1,61.8,1.2,8.9,0.86,9.0,0,0,0.760869565,53.55434783,0,7.74,1,3
L2153,C059,edX,2022-03-21,1,69.5,3.9,5.0,0.77,15.0,0,1,0.622641509,44.59433962,0,11.55,3,0
L2154,C018,edX,2022-07-07,1,60.2,2.5,3.0,0.93,8.0,0,0,0.793103448,54.27413793,0,7.44,7,3
L2155,C075,Udemy,2022-04-30,1,76.8,3.7,6.4,0.93,11.0,0,1,0.613636364,43.90454545,0,10.23,4,5
L2156,C033,edX,2022-02-17,0,0.0,0.0,0.6,0.23,2.0,0,0,0.631578947,42.81842105,0,0.46,2,3
L2157,C074,Skillshare,2022-10-19,1,73.5,4.3,10.9,0.78,5.0,0,1,0.671875,46.240625,1,3.9,10,2
L2158,C028,Coursera,2022-06-16,0,0.0,0.0,1.2,0.28,0.0,0,0,0.634146341,45.11707317,0,0.0,6,3
L2159,C062,Udemy,2022-09-07,0,0.0,0.0,1.0,0.32,2.0,0,0,0.648148148,44.63333333,0,0.64,9,2
L2160,C089,FutureLearn,2022-02-18,1,67.3,4.6,39.0,0.89,15.0,0,1,0.756097561,54.26829268,1,13.35,2,4
L2161,C077,edX,2022-01-20,0,0.0,0.0,3.0,0.05,2.0,0,0,0.688888889,47.95333333,0,0.1,1,3
L2162,C094,FutureLearn,2022-07-15,1,66.0,2.7,2.9,0.8,13.0,0,0,0.648148148,47.95925926,0,10.4,7,4
L2163,C011,Coursera,2022-06-21,0,0.0,0.0,2.5,0.08,1.0,0,0,0.682539683,47.54444444,0,0.08,6,1
L2164,C045,Skillshare,2022-08-02,1,43.1,3.3,6.0,0.83,5.0,0,0,0.710526316,47.42368421,0,4.15,8,1
L2165,C016,Udemy,2022-12-01,1,69.3,4.5,2.7,0.73,12.0,0,1,0.712121212,51.35606061,1,8.76,12,3
L2166,C078,Coursera,2022-11-21,1,74.8,1.3,2.1,0.72,11.0,0,0,0.738095238,51.98809524,0,7.92,11,0
L2167,C100,Skillshare,2022-01-28,0,0.0,0.0,1.2,0.28,1.0,0,0,0.674418605,46.39069767,0,0.28,1,4
L2168,C040,FutureLearn,2022-01-22,1,72.3,2.2,6.0,0.74,13.0,0,0,0.622222222,43.37555556,0,9.62,1,5
L2169,C041,FutureLearn,2022-10-17,1,80.6,4.6,8.6,0.98,8.0,0,1,0.716981132,51.24150943,1,7.84,10,0
L2170,C020,edX,2022-09-15,0,0.0,0.0,2.0,0.36,1.0,0,0,0.760869565,53.55434783,0,0.36,9,3
L2171,C090,Udemy,2022-03-20,1,69.9,1.7,10.9,0.75,15.0,0,0,0.711538462,48.97307692,0,11.25,3,6
L2172,C007,Skillshare,2022-08-17,0,0.0,0.0,2.6,0.23,0.0,0,0,0.617021277,40.28297872,0,0.0,8,2
L2173,C097,FutureLearn,2022-10-22,1,47.1,3.3,0.8,0.94,8.0,0,0,0.693548387,50.18548387,0,7.52,10,5
L2174,C065,Coursera,2022-04-24,0,0.0,0.0,2.1,0.27,2.0,0,0,0.705882353,47.83529412,0,0.54,4,6
L2175,C056,edX,2022-07-21,0,0.0,0.0,0.7,0.11,0.0,0,0,0.727272727,51.27636364,0,0.0,7,3
L2176,C019,Udemy,2022-06-22,1,78.3,2.3,2.0,0.93,7.0,0,0,0.735849057,50.50754717,0,6.51,6,2
L2177,C011,Skillshare,2022-10-20,1,81.3,1.1,6.9,0.96,11.0,0,0,0.682539683,47.54444444,0,10.56,10,3
L2178,C096,Coursera,2022-10-08,1,70.3,3.7,22.1,0.71,4.0,0,1,0.677966102,45.67118644,0,2.84,10,5
L2179,C052,edX,2022-02-13,0,0.0,0.0,1.2,,1.0,0,0,0.742857143,52.52285714,0,0.11,2,6
L2180,C052,FutureLearn,2022-08-11,1,64.7,2.0,27.0,0.93,13.0,0,0,0.742857143,52.52285714,0,12.09,8,3
L2181,C100,Udemy,2022-03-11,1,63.6,2.6,3.0,0.87,7.0,0,0,0.674418605,46.39069767,0,6.09,3,4
L2182,C062,FutureLearn,2022-04-12,0,0.0,0.0,2.7,0.08,2.0,0,0,0.648148148,44.63333333,0,0.16,4,1
L2183,C063,Skillshare,2022-11-30,0,0.0,0.0,1.3,0.44,0.0,0,0,0.62,44.356,0,0.0,11,2
L2184,C074,,2022-10-15,1,68.7,1.7,2.9,0.96,,0,0,0.671875,46.240625,0,8.64,10,5
L2185,C079,FutureLearn,2022-05-07,1,65.1,1.6,3.0,0.86,7.0,0,0,0.755102041,51.49183673,0,6.02,5,5
L2186,C032,Coursera,2022-05-17,1,65.0,2.3,1.6,0.94,13.0,0,0,0.612244898,43.57755102,0,12.22,5,1
L2187,C100,Skillshare,2022-06-15,1,58.4,1.2,8.1,0.94,11.0,0,0,0.674418605,46.39069767,0,10.34,6,2
L2188,C088,FutureLearn,2022-02-15,1,80.3,3.0,4.8,0.92,14.0,0,0,0.607843137,41.05294118,0,12.88,2,1
L2189,C015,Skillshare,2022-08-05,1,38.3,3.0,12.1,0.96,10.0,1,0,0.714285714,49.94285714,0,9.6,8,4
L2190,C047,edX,2022-04-08,0,0.0,0.0,0.9,0.33,4.0,0,0,0.6,46.58,0,1.32,4,4
L2191,C042,edX,2022-11-01,1,87.0,3.1,9.4,0.82,18.0,0,1,0.547169811,38.61698113,0,14.76,11,1
L2192,C084,Coursera,2022-06-06,1,57.4,1.0,8.5,0.92,10.0,0,0,0.636363636,41.80909091,0,9.2,6,0
L2193,C022,edX,2022-11-12,1,67.8,1.2,7.4,0.81,3.0,0,0,0.612903226,41.62419355,0,2.43,11,5
L2194,C057,,2022-03-16,1,47.2,5.0,2.3,0.86,10.0,0,0,0.754385965,54.93859649,1,8.6,3,2
L2195,C057,Coursera,2022-04-30,0,0.0,0.0,1.6,,3.0,0,0,0.754385965,54.93859649,0,1.2,4,5
L2196,C026,edX,2022-03-21,1,48.2,4.5,5.4,,,0,0,0.86,61.268,1,9.3,3,0
L2197,C097,Coursera,2022-02-27,1,67.0,3.3,5.0,0.73,15.0,0,1,0.693548387,50.18548387,0,10.95,2,6
L2198,C095,Coursera,2022-05-05,1,90.4,4.7,1.6,0.87,10.0,0,1,0.679245283,48.90754717,1,8.7,5,3
L2199,C080,Udemy,2022-05-28,1,49.5,4.4,14.3,0.81,6.0,1,0,0.794117647,55.36764706,1,4.86,5,5
L2200,C002,edX,2022-12-22,0,0.0,0.0,0.6,0.34,,0,0,0.770833333,50.73541667,0,0.0,12,3
L2201,C015,edX,2022-08-19,0,0.0,0.0,0.7,0.03,3.0,0,0,0.714285714,49.94285714,0,0.09,8,4
L2202,C061,Coursera,2022-06-19,1,61.7,1.3,15.1,0.72,10.0,0,0,0.660714286,46.63035714,0,7.2,6,6
L2203,C027,FutureLearn,2022-04-19,0,0.0,0.0,3.0,0.38,5.0,0,0,0.692307692,48.725,0,1.9,4,1
L2204,C027,FutureLearn,2022-09-25,1,58.5,3.8,5.0,0.96,9.0,0,0,0.692307692,48.725,0,8.64,9,6
L2205,C097,edX,2022-10-08,1,63.9,3.2,0.2,0.93,8.0,0,1,0.693548387,50.18548387,0,7.44,10,5
L2206,C062,FutureLearn,2022-03-14,1,71.9,1.2,1.7,0.82,7.0,0,0,0.648148148,44.63333333,0,5.74,3,0
L2207,C089,Coursera,2022-07-12,1,67.2,2.2,2.7,0.95,12.0,0,0,0.756097561,54.26829268,0,11.4,7,1
L2208,C075,FutureLearn,2022-01-23,1,77.6,3.0,7.5,0.97,9.0,0,0,0.613636364,43.90454545,0,8.73,1,6
L2209,C033,Udemy,2022-01-31,1,72.4,4.6,0.6,0.76,10.0,0,1,0.631578947,42.81842105,1,7.6,1,0
L2210,C037,Udemy,2022-12-23,1,71.4,4.8,1.2,0.84,7.0,0,1,0.6875,45.5375,1,5.88,12,4
L2211,C080,edX,2022-01-28,1,55.6,4.1,11.9,0.81,10.0,0,0,0.794117647,55.36764706,1,8.1,1,4
L2212,C060,Coursera,2022-02-04,0,0.0,0.0,2.0,0.22,1.0,0,0,0.659574468,48.6,0,0.22,2,4
L2213,C050,edX,2022-12-06,0,0.0,0.0,1.0,0.27,3.0,0,0,0.744186047,49.07906977,0,0.81,12,1
L2214,C085,edX,2022-02-25,1,69.2,2.9,44.0,0.83,11.0,0,0,0.689655172,46.95,0,9.13,2,4
L2215,C003,edX,2022-11-29,1,48.5,3.3,1.7,0.96,15.0,0,0,0.681818182,43.65,0,14.4,11,1
L2216,C050,Udemy,2022-07-14,0,0.0,0.0,0.9,,3.0,0,0,0.744186047,49.07906977,0,1.02,7,3
L2217,C066,Coursera,2022-06-11,1,100.0,1.2,26.9,0.89,12.0,0,0,0.630434783,43.1673913,0,10.68,6,5
L2218,C063,FutureLearn,2022-09-30,1,81.2,4.1,2.6,,,0,1,0.62,44.356,1,15.84,9,4
L2219,C012,Udemy,2022-04-12,1,80.6,2.4,34.3,0.73,10.0,0,0,0.734375,52.640625,0,7.3,4,1
L2220,C065,Skillshare,2022-10-15,1,56.6,3.9,39.4,0.94,14.0,0,0,0.705882353,47.83529412,0,13.16,10,5
L2221,C092,Coursera,2022-01-21,1,75.3,3.1,0.5,,5.0,0,1,0.804347826,55.64782609,0,4.9,1,4
L2222,C032,FutureLearn,2022-06-06,0,0.0,0.0,0.6,0.36,2.0,0,0,0.612244898,43.57755102,0,0.72,6,0
L2223,C043,Skillshare,2022-07-21,0,0.0,0.0,2.8,0.23,3.0,0,0,0.625,44.2375,0,0.69,7,3
L2224,C096,Udemy,2022-01-10,0,0.0,0.0,1.9,,3.0,0,0,0.677966102,45.67118644,0,0.66,1,0
L2225,C045,,2022-07-01,1,57.2,1.9,0.5,1.0,12.0,0,0,0.710526316,47.42368421,0,12.0,7,4
L2226,C081,edX,2022-05-01,0,0.0,0.0,2.3,,3.0,0,0,0.673469388,44.80612245,0,0.66,5,6
L2227,C065,edX,2022-02-01,1,67.2,4.8,8.7,0.9,8.0,0,1,0.705882353,47.83529412,1,7.2,2,1
L2228,C081,edX,2022-07-18,1,72.9,4.2,1.9,0.76,10.0,0,1,0.673469388,44.80612245,1,7.6,7,0
L2229,C004,FutureLearn,2022-05-24,1,79.6,2.2,15.7,0.94,10.0,0,0,0.84,57.566,0,9.4,5,1
L2230,C029,Udemy,2022-06-24,1,54.8,4.3,18.6,0.78,8.0,0,0,0.619047619,43.39761905,1,6.24,6,4
L2231,C051,Udemy,2022-02-14,1,61.0,3.0,10.7,0.82,11.0,0,0,0.708333333,51.68541667,0,9.02,2,0
L2232,C094,Skillshare,2022-09-24,1,87.8,2.2,1.6,0.81,9.0,0,0,0.648148148,47.95925926,0,7.29,9,5
L2233,C087,FutureLearn,2022-11-17,1,96.3,1.1,2.8,0.76,10.0,0,0,0.693877551,49.60204082,0,7.6,11,3
L2234,C088,Udemy,2022-08-02,1,78.0,4.5,24.2,0.99,7.0,0,1,0.607843137,41.05294118,1,6.93,8,1
L2235,C031,FutureLearn,2022-03-20,0,0.0,0.0,2.3,0.47,1.0,0,0,0.636363636,44.01636364,0,0.47,3,6
L2236,C055,edX,2022-11-06,1,48.2,4.7,10.4,0.99,8.0,1,0,0.693548387,48.5016129,1,7.92,11,6
L2237,C043,Skillshare,2022-10-05,1,83.6,4.0,4.2,0.86,9.0,0,1,0.625,44.2375,1,7.74,10,2
L2238,C017,Udemy,2022-12-01,1,82.5,1.5,0.8,0.93,4.0,0,0,0.731343284,51.24328358,0,3.72,12,3
L2239,C018,FutureLearn,2022-10-05,1,63.8,2.0,19.5,0.81,11.0,0,0,0.793103448,54.27413793,0,8.91,10,2
L2240,C088,Udemy,2022-03-12,1,85.2,1.2,8.9,0.93,9.0,0,0,0.607843137,41.05294118,0,8.37,3,5
L2241,C040,FutureLearn,2022-03-11,0,0.0,0.0,1.0,0.08,3.0,0,0,0.622222222,43.37555556,0,0.24,3,4
L2242,C056,Udemy,2022-12-02,1,96.1,4.5,2.3,0.71,12.0,0,1,0.727272727,51.27636364,1,8.52,12,4
L2243,C073,Udemy,2022-06-12,0,0.0,0.0,1.1,0.15,1.0,0,0,0.756097561,48.97317073,0,0.15,6,6
L2244,C009,FutureLearn,2022-09-30,1,100.0,2.9,6.1,0.99,11.0,0,0,0.787234043,54.68723404,0,10.89,9,4
L2245,C093,Coursera,2022-04-05,1,85.4,4.6,2.7,0.76,10.0,0,1,0.660714286,42.91785714,1,7.6,4,1
L2246,C041,Udemy,2022-01-16,1,68.1,3.6,12.3,0.93,11.0,0,1,0.716981132,51.24150943,0,10.23,1,6
L2247,C098,edX,2022-07-31,1,92.2,2.4,11.1,0.78,7.0,0,0,0.795454545,56.28409091,0,5.46,7,6
L2248,C053,edX,2022-08-15,1,80.8,3.7,3.1,0.88,9.0,0,1,0.694915254,50.12542373,0,7.92,8,0
L2249,C096,edX,2022-03-19,0,0.0,0.0,2.3,0.4,1.0,0,0,0.677966102,45.67118644,0,0.4,3,5
L2250,C100,Udemy,2022-02-24,1,86.4,3.7,5.0,0.82,7.0,0,1,0.674418605,46.39069767,0,5.74,2,3
L2251,C017,Udemy,2022-01-14,1,85.7,1.4,27.8,0.95,9.0,0,0,0.731343284,51.24328358,0,8.55,1,4
L2252,C098,FutureLearn,2022-11-12,0,0.0,0.0,0.6,0.39,0.0,0,0,0.795454545,56.28409091,0,0.0,11,5
L2253,C035,FutureLearn,2022-10-18,1,87.2,2.0,11.2,0.71,14.0,0,0,0.822222222,56.22888889,0,9.94,10,1
L2254,C079,Udemy,2022-11-02,1,81.9,1.9,0.7,0.84,7.0,0,0,0.755102041,51.49183673,0,5.88,11,2
L2255,C030,Udemy,2022-12-18,1,57.6,4.3,2.0,0.72,8.0,0,0,0.714285714,49.2877551,1,5.76,12,6
L2256,C004,edX,2022-02-10,1,48.1,2.5,15.6,0.71,9.0,1,0,0.84,57.566,0,6.39,2,3
L2257,C089,Skillshare,2022-03-10,1,70.2,4.9,3.6,0.71,6.0,0,1,0.756097561,54.26829268,1,4.26,3,3
L2258,C065,FutureLearn,2022-08-29,1,77.9,1.4,5.7,0.8,6.0,0,0,0.705882353,47.83529412,0,4.8,8,0
